Domain,Model,Model_Type,Outcome,Threshold,Specificity,Sensitivity,FPR
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6152844130992889,0.9654054054054054,0.5510204081632653,0.034594594594594574
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6187635660171509,0.9664864864864865,0.5510204081632653,0.033513513513513504
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6201065182685852,0.9675675675675676,0.5510204081632653,0.032432432432432434
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6219148337841034,0.9686486486486486,0.5510204081632653,0.031351351351351364
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6224115490913391,0.9697297297297297,0.5510204081632653,0.030270270270270294
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6228683888912201,0.9708108108108108,0.5510204081632653,0.029189189189189224
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6234350502490997,0.9718918918918918,0.5510204081632653,0.028108108108108154
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6242049038410187,0.9740540540540541,0.5510204081632653,0.025945945945945903
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6263631284236908,0.9740540540540541,0.5306122448979592,0.025945945945945903
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6279241442680359,0.9751351351351352,0.5306122448979592,0.024864864864864833
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6286724805831909,0.9772972972972973,0.5306122448979592,0.022702702702702693
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6304087936878204,0.9783783783783784,0.5306122448979592,0.021621621621621623
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6343062520027161,0.9783783783783784,0.5102040816326531,0.021621621621621623
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6371940672397614,0.9783783783783784,0.4897959183673469,0.021621621621621623
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6389027237892151,0.9794594594594594,0.4897959183673469,0.020540540540540553
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6407087445259094,0.9794594594594594,0.46938775510204084,0.020540540540540553
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6413639783859253,0.9805405405405405,0.46938775510204084,0.019459459459459483
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6424194276332855,0.9816216216216216,0.46938775510204084,0.018378378378378413
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6440570056438446,0.9827027027027027,0.46938775510204084,0.017297297297297343
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6453085243701935,0.9837837837837838,0.46938775510204084,0.01621621621621616
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6456091403961182,0.9837837837837838,0.42857142857142855,0.01621621621621616
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6466790437698364,0.9848648648648649,0.42857142857142855,0.015135135135135092
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6486119329929352,0.985945945945946,0.42857142857142855,0.014054054054054022
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.651630699634552,0.985945945945946,0.40816326530612246,0.014054054054054022
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6553727090358734,0.987027027027027,0.40816326530612246,0.012972972972972951
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6612826287746429,0.987027027027027,0.3877551020408163,0.012972972972972951
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6669664680957794,0.987027027027027,0.3673469387755102,0.012972972972972951
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6690122485160828,0.9881081081081081,0.3673469387755102,0.011891891891891881
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6732597947120667,0.9891891891891892,0.3673469387755102,0.010810810810810811
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6775479912757874,0.9891891891891892,0.3469387755102041,0.010810810810810811
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6791925728321075,0.9891891891891892,0.32653061224489793,0.010810810810810811
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6833103001117706,0.9902702702702703,0.32653061224489793,0.009729729729729741
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6865544319152832,0.9913513513513513,0.32653061224489793,0.008648648648648671
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6879831850528717,0.9913513513513513,0.30612244897959184,0.008648648648648671
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6918171942234039,0.9913513513513513,0.2857142857142857,0.008648648648648671
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6945833563804626,0.9913513513513513,0.2653061224489796,0.008648648648648671
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6966378092765808,0.9913513513513513,0.24489795918367346,0.008648648648648671
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.6986597776412964,0.9924324324324324,0.24489795918367346,0.007567567567567601
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7000108659267426,0.9945945945945946,0.24489795918367346,0.00540540540540535
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7022159695625305,0.9945945945945946,0.22448979591836735,0.00540540540540535
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7040469348430634,0.9945945945945946,0.20408163265306123,0.00540540540540535
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7049771249294281,0.9945945945945946,0.1836734693877551,0.00540540540540535
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.705530196428299,0.9945945945945946,0.16326530612244897,0.00540540540540535
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7077123820781708,0.9945945945945946,0.14285714285714285,0.00540540540540535
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7107513546943665,0.9956756756756757,0.14285714285714285,0.00432432432432428
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7123073041439056,0.9956756756756757,0.12244897959183673,0.00432432432432428
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7127951979637146,0.9967567567567568,0.12244897959183673,0.00324324324324321
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7161655426025391,0.9967567567567568,0.10204081632653061,0.00324324324324321
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.719487875699997,0.9967567567567568,0.08163265306122448,0.00324324324324321
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7210339903831482,0.9978378378378379,0.08163265306122448,0.00216216216216214
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7243231236934662,0.9978378378378379,0.061224489795918366,0.00216216216216214
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7290597558021545,0.9978378378378379,0.04081632653061224,0.00216216216216214
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7335297167301178,1,0.04081632653061224,0
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,0.7434849441051483,1,0.02040816326530612,0
AL-SIGHT+Hood,RNFL+Circle,Multimodal,Glaucoma vs Suspect+Healthy,Inf,1,0,0
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,-Inf,0,1,1
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1314698308706283,0.002386634844868735,1,0.9976133651551312
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1380427479743957,0.00477326968973747,1,0.9952267303102625
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1419867873191833,0.0059665871121718375,1,0.9940334128878282
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.14225406199693674,0.008353221957040573,1,0.9916467780429594
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1438296884298324,0.00954653937947494,1,0.9904534606205251
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.14545142650604245,0.010739856801909307,1,0.9892601431980907
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.14562971889972687,0.011933174224343675,1,0.9880668257756563
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1462825164198875,0.013126491646778043,1,0.986873508353222
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.14724833518266675,0.015513126491646777,1,0.9844868735083532
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.14816074073314667,0.016706443914081145,1,0.9832935560859188
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1487872079014778,0.017899761336515514,1,0.9821002386634845
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.14905299991369245,0.01909307875894988,1,0.9809069212410502
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.14957817643880839,0.02028639618138425,1,0.9797136038186157
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15050645172595975,0.022673031026252982,1,0.977326968973747
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15172257274389267,0.02386634844868735,1,0.9761336515513126
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15256322920322415,0.025059665871121718,1,0.9749403341288783
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15285190194845194,0.027446300715990454,1,0.9725536992840096
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15312413871288294,0.028639618138424822,1,0.9713603818615751
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.153638444840908,0.029832935560859187,1,0.9701670644391408
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1541279107332229,0.031026252983293555,1,0.9689737470167065
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1544149592518806,0.032219570405727926,1,0.967780429594272
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15464328974485397,0.03341288782816229,1,0.9665871121718377
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15486390888690946,0.034606205250596656,1,0.9653937947494033
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1550100371241569,0.03699284009546539,1,0.9630071599045346
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15533544868230814,0.03818615751789976,1,0.9618138424821002
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1558405607938766,0.03937947494033413,1,0.9606205250596659
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1563285887241363,0.0405727923627685,1,0.9594272076372315
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1567527279257774,0.041766109785202864,1,0.9582338902147971
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15701021999120712,0.04295942720763723,1,0.9570405727923628
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15718864649534225,0.0441527446300716,1,0.9558472553699284
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15741010755300522,0.045346062052505964,1,0.9546539379474941
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15775919705629346,0.046539379474940336,1,0.9534606205250596
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15801855176687235,0.04892601431980907,1,0.951073985680191
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1581223234534263,0.0513126491646778,1,0.9486873508353222
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15825761854648585,0.05250596658711217,1,0.9474940334128878
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1585803404450416,0.05369928400954654,1,0.9463007159904535
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15878855437040323,0.05489260143198091,1,0.9451073985680191
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15881110727787015,0.057279236276849645,1,0.9427207637231504
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15888161957263947,0.05847255369928401,1,0.9415274463007159
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15896663069725037,0.059665871121718374,1,0.9403341288782816
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1591241434216499,0.060859188544152745,1,0.9391408114558473
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1593692675232887,0.06205250596658711,1,0.9379474940334129
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15950305759906763,0.06324582338902147,1,0.9367541766109785
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1595327481627464,0.06563245823389022,1,0.9343675417661098
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15958082675933835,0.06682577565632458,1,0.9331742243436754
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15968808531761164,0.06801909307875895,1,0.931980906921241
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1597640365362167,0.06921241050119331,1,0.9307875894988067
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15977967530488965,0.07040572792362769,1,0.9295942720763724
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.15981183201074595,0.07159904534606205,1,0.9284009546539379
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1599209681153297,0.07398568019093078,1,0.9260143198090692
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16009500622749326,0.07517899761336516,1,0.9248210023866348
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1601832658052444,0.07637231503579953,1,0.9236276849642004
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16031706333160395,0.07756563245823389,1,0.9224343675417661
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1604701876640319,0.07875894988066826,1,0.9212410501193318
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16051609814167014,0.07995226730310262,1,0.9200477326968974
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16056772321462626,0.081145584725537,1,0.918854415274463
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16064263880252835,0.08353221957040573,1,0.9164677804295943
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16073469072580338,0.08472553699284009,1,0.9152744630071599
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16081789135932922,0.08591885441527446,1,0.9140811455847255
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1609404906630516,0.08711217183770883,1,0.9128878281622912
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16125308722257609,0.0883054892601432,1,0.9116945107398569
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16148480772972101,0.09069212410501193,1,0.9093078758949881
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16156733781099314,0.09188544152744631,1,0.9081145584725537
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.161701001226902,0.09307875894988067,1,0.9069212410501193
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16181639581918716,0.09427207637231504,1,0.905727923627685
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16189333051443094,0.0954653937947494,1,0.9045346062052506
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16194926202297205,0.09665871121718377,1,0.9033412887828163
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1619903296232223,0.09785202863961814,1,0.9021479713603818
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16199388355016703,0.09904534606205251,1,0.9009546539379475
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16200723499059674,0.10023866348448687,1,0.8997613365155132
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1620254591107368,0.10143198090692124,1,0.8985680190930787
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16211437433958048,0.1026252983293556,1,0.8973747016706444
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16221367567777628,0.10501193317422435,1,0.8949880668257757
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.162492386996746,0.10620525059665871,1,0.8937947494033412
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16287885606288904,0.10739856801909307,1,0.8926014319809069
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16300745308399195,0.10859188544152745,1,0.8914081145584726
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16315373778343195,0.10978520286396182,1,0.8902147971360381
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1633651331067085,0.11097852028639618,1,0.8890214797136038
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16382018476724625,0.11217183770883055,1,0.8878281622911695
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16428572684526438,0.11336515513126491,1,0.8866348448687351
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16442024707794184,0.11455847255369929,1,0.8854415274463007
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16452813893556595,0.11575178997613365,1,0.8842482100238663
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.164585143327713,0.11694510739856802,1,0.883054892601432
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16462677717208862,0.11813842482100238,1,0.8818615751789977
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16473439335823054,0.11933174224343675,1,0.8806682577565632
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16486684978008265,0.12052505966587113,1,0.8794749403341289
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16496082395315165,0.12171837708830549,1,0.8782816229116945
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.165016159415245,0.12291169451073986,1,0.8770883054892602
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.165115512907505,0.12410501193317422,1,0.8758949880668258
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1652766019105911,0.12649164677804295,1,0.8735083532219571
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1654269620776176,0.1276849642004773,1,0.8723150357995226
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16561142355203623,0.1288782816229117,1,0.8711217183770883
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1659047082066536,0.13007159904534607,1,0.869928400954654
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.166146382689476,0.13126491646778043,1,0.8687350835322196
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16648529469966886,0.1324582338902148,1,0.8675417661097852
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16690208017826075,0.13484486873508353,1,0.8651551312649165
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16709335893392555,0.1360381861575179,1,0.863961813842482
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1671625673770904,0.13723150357995226,1,0.8627684964200477
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1671905294060707,0.13842482100238662,1,0.8615751789976134
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1672450304031372,0.13961813842482101,1,0.860381861575179
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1673399209976196,0.14081145584725538,1,0.8591885441527446
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16741357743740082,0.14200477326968974,1,0.8579952267303103
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16753172874450678,0.1431980906921241,1,0.8568019093078759
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16768320649862284,0.14439140811455847,1,0.8556085918854415
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1677846238017082,0.14558472553699284,1,0.8544152744630071
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1679013445973396,0.1467780429594272,1,0.8532219570405728
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16798163205385205,0.14797136038186157,1,0.8520286396181385
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16798749566078186,0.14916467780429593,1,0.8508353221957041
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16808303445577621,0.1515513126491647,1,0.8484486873508353
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16831759363412857,0.15274463007159905,1,0.8472553699284009
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1685103252530098,0.15393794749403342,1,0.8460620525059666
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16872965544462204,0.15632458233890215,1,0.8436754176610979
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16892243176698685,0.15632458233890215,0.9926470588235294,0.8436754176610979
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16909369081258768,0.1575178997613365,0.9926470588235294,0.8424821002386635
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1693469658493995,0.15871121718377088,0.9926470588235294,0.8412887828162291
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16955131292343134,0.15990453460620524,0.9926470588235294,0.8400954653937948
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16968096792697906,0.1610978520286396,0.9926470588235294,0.8389021479713604
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16977643966674805,0.162291169451074,0.9926470588235294,0.837708830548926
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.16994806379079813,0.16348448687350836,0.9926470588235294,0.8365155131264916
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1700750067830085,0.1658711217183771,0.9926470588235294,0.834128878281623
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.1701712384819984,0.16825775656324582,0.9926470588235294,0.8317422434367542
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17026416212320325,0.17064439140811455,0.9926470588235294,0.8293556085918854
AL-SIGHT,RNFL+Circle+Fundus,Multimodal,Glaucoma+Suspect vs Healthy,0.17028760910034174,0.1718377088305489,0.9926470588235294,0.8281622911694511
